Date;veic_lt;veic_ln;veic_li;veic_prod;veic_exp;auto_lt;auto_ln;auto_li;auto_prod;auto_exp;comlev_lt;comlev_ln;comlev_li;comlev_prod;comlev_exp;cam_lt;cam_ln;cam_li;cam_prod;cam_exp;on_lt;on_ln;on_li;on_prod;on_exp
mai/74;70945;70945;0;75630;2269;55874;55874;0;59828;1424;8389;8389;0;8623;444;6092;6092;0;6383;235;590;590;0;796;166
jun/74;60777;60777;0;59524;1410;47691;47691;0;46340;956;6420;6420;0;6644;237;6100;6100;0;5867;98;566;566;0;673;119
jul/74;76104;76104;0;79545;2265;59677;59677;0;62374;1282;9051;9051;0;9676;381;6510;6510;0;6575;490;866;866;0;920;112
ago/74;76306;76306;0;76726;2491;58998;58998;0;57485;1708;10043;10043;0;10930;376;6591;6591;0;7588;337;674;674;0;723;70
set/74;70797;70797;0;72909;1791;54233;54233;0;54913;1151;9873;9873;0;9746;265;6102;6102;0;7514;318;589;589;0;736;57
out/74;77851;77851;0;83622;1784;59223;59223;0;63689;1031;10276;10276;0;11443;171;7682;7682;0;7704;374;670;670;0;786;208
nov/74;65390;65390;0;62674;2484;48423;48423;0;45455;1868;9858;9858;0;9711;271;6526;6526;0;6781;248;583;583;0;727;97
dez/74;72432;72432;0;70846;1594;59817;59817;0;58840;1008;7104;7104;0;6322;229;5047;5047;0;5175;295;464;464;0;509;62
jan/75;64886;64886;0;69047;4038;52793;52793;0;55894;3296;6309;6309;0;6874;240;5209;5209;0;5563;374;575;575;0;716;128
fev/75;62790;62790;0;67179;1886;50002;50002;0;53422;1231;7036;7036;0;7315;196;5254;5254;0;5702;335;498;498;0;740;124
mar/75;76969;76969;0;77012;1641;61091;61091;0;60662;936;9139;9139;0;9069;129;6116;6116;0;6572;501;623;623;0;709;75
abr/75;65970;65970;0;78001;2621;50968;50968;0;60830;1814;8244;8244;0;9378;267;6208;6208;0;7081;309;550;550;0;712;231
mai/75;67512;67512;0;75558;2239;52145;52145;0;58814;1480;9061;9061;0;9560;248;5695;5695;0;6468;444;611;611;0;716;67
jun/75;77003;77003;0;77368;2546;60411;60411;0;61318;1874;9418;9418;0;8792;196;6456;6456;0;6449;304;718;718;0;809;172
jul/75;70607;70607;0;77157;2134;53610;53610;0;59813;1601;9579;9579;0;9753;202;6587;6587;0;6634;268;831;831;0;957;63
ago/75;65847;65847;0;71298;2092;50323;50323;0;55176;1688;8909;8909;0;9082;104;5821;5821;0;6160;260;794;794;0;880;40
set/75;79511;79511;0;76169;1011;63477;63477;0;59948;431;8579;8579;0;8405;158;6608;6608;0;6772;333;847;847;0;1044;89
out/75;80184;80184;0;82450;2185;61872;61872;0;64013;1746;10725;10725;0;10558;37;6452;6452;0;6718;281;1135;1135;0;1161;121
nov/75;69995;69995;0;67639;1259;54471;54471;0;51298;520;9296;9296;0;9665;228;5271;5271;0;5726;490;957;957;0;950;21
dez/75;77204;77204;0;64069;2337;63470;63470;0;49755;1546;8718;8718;0;8536;68;4224;4224;0;5046;517;792;792;0;732;206
jan/76;65769;65769;0;68928;799;52377;52377;0;53688;210;7483;7483;0;8619;214;5065;5065;0;5749;347;844;844;0;872;28
fev/76;73694;73694;0;75048;1692;60011;60011;0;60405;919;7921;7921;0;8361;302;4936;4936;0;5347;431;826;826;0;935;40
mar/76;81085;81085;0;78561;2019;65345;65345;0;62746;1106;8560;8560;0;8513;268;6182;6182;0;6326;535;998;998;0;976;110
abr/76;71630;71630;0;73803;1729;57643;57643;0;59324;1071;8065;8065;0;7819;163;5128;5128;0;5697;417;794;794;0;963;78
mai/76;75804;75804;0;77928;2388;59715;59715;0;61237;1694;9155;9155;0;9527;193;6069;6069;0;6155;482;865;865;0;1009;19
jun/76;78674;78674;0;78415;1574;62296;62296;0;61823;647;9286;9286;0;9290;272;6070;6070;0;6300;546;1022;1022;0;1002;109
jul/76;72862;72862;0;78290;2053;56788;56788;0;60374;1386;8722;8722;0;9629;375;6489;6489;0;7180;236;863;863;0;1107;56
ago/76;71095;71095;0;79029;2086;54226;54226;0;60272;975;9089;9089;0;10218;210;6744;6744;0;7474;783;1036;1036;0;1065;118
set/76;79108;79108;0;78514;1461;59545;59545;0;59579;634;10865;10865;0;9783;239;7697;7697;0;8065;476;1001;1001;0;1087;112
out/76;69680;69680;0;80275;2163;53091;53091;0;60826;1040;8412;8412;0;10230;241;7205;7205;0;8090;751;972;972;0;1129;131
nov/76;68983;68983;0;83454;1769;54852;54852;0;65443;933;7259;7259;0;9719;164;5909;5909;0;7226;514;963;963;0;1066;158
dez/76;87751;87751;0;72427;1662;69247;69247;0;56200;709;10225;10225;0;8103;331;7477;7477;0;7276;566;802;802;0;848;56
jan/77;60682;60682;0;62075;2214;47612;47612;0;47587;998;6173;6173;0;6438;287;6348;6348;0;7142;631;549;549;0;908;298
fev/77;58479;58479;0;76719;2292;46621;46621;0;61233;1689;4323;4323;0;6997;49;6584;6584;0;7467;470;951;951;0;1022;84
mar/77;80551;80551;0;77973;1780;64315;64315;0;60339;850;6447;6447;0;7739;300;8671;8671;0;8717;514;1118;1118;0;1178;116
abr/77;62407;62407;0;62673;1655;49720;49720;0;50757;871;4949;4949;0;3431;181;6818;6818;0;7412;481;920;920;0;1073;122
mai/77;73892;73892;0;78926;1094;56937;56937;0;62260;382;6895;6895;0;5755;113;8927;8927;0;9626;530;1133;1133;0;1285;69
jun/77;82488;82488;0;74097;1244;64872;64872;0;58255;650;7480;7480;0;5232;138;9039;9039;0;9463;392;1097;1097;0;1147;64
jul/77;63682;63682;0;71890;2156;50310;50310;0;56985;1235;4589;4589;0;4888;174;7717;7717;0;8734;650;1066;1066;0;1283;97
ago/77;63371;63371;0;78558;1475;49356;49356;0;60836;901;4896;4896;0;6184;32;7950;7950;0;10344;504;1169;1169;0;1194;38
set/77;64456;64456;0;66075;3373;50451;50451;0;49709;2267;5113;5113;0;6598;347;7829;7829;0;8648;650;1063;1063;0;1120;109
out/77;73411;73411;0;72226;2867;59441;59441;0;56774;2246;5698;5698;0;5750;77;7235;7235;0;8498;484;1037;1037;0;1204;60
nov/77;83962;83962;0;82977;2386;70456;70456;0;68786;1407;6191;6191;0;5361;147;6537;6537;0;7742;622;778;778;0;1088;210
dez/77;85589;85589;0;78777;4288;72197;72197;0;67128;2965;5643;5643;0;4829;620;6592;6592;0;5734;499;1157;1157;0;1086;204
jan/78;66393;66393;0;70431;2340;54929;54929;0;58619;1789;4567;4567;0;4535;90;6040;6040;0;6277;411;857;857;0;1000;50
fev/78;70041;70041;0;75588;4047;59036;59036;0;62227;3393;5353;5353;0;5594;86;4880;4880;0;6686;491;772;772;0;1081;77
mar/78;89357;89357;0;87958;3195;73352;73352;0;72925;2477;7083;7083;0;6829;111;7664;7664;0;6999;485;1258;1258;0;1205;122
abr/78;74184;74184;0;78041;3528;61375;61375;0;64773;2826;5534;5534;0;5877;165;6251;6251;0;6336;441;1024;1024;0;1055;96
mai/78;80038;80038;0;84198;2999;66151;66151;0;68829;2256;6648;6648;0;7214;217;6289;6289;0;7037;457;950;950;0;1118;69
jun/78;93396;93396;0;93207;3726;77089;77089;0;76675;2703;7703;7703;0;7575;451;7509;7509;0;7767;542;1095;1095;0;1190;30
jul/78;79084;79084;0;86665;1666;65292;65292;0;70652;745;6602;6602;0;7690;110;6235;6235;0;7029;725;955;955;0;1294;86
ago/78;86543;86543;0;94805;5263;70932;70932;0;77414;4309;7219;7219;0;8244;290;7349;7349;0;7927;540;1043;1043;0;1220;124
set/78;70143;70143;0;71924;3182;54586;54586;0;55953;2356;6630;6630;0;8087;174;7584;7584;0;6663;618;1343;1343;0;1221;34
out/78;91322;91322;0;92218;6005;76403;76403;0;75196;4513;8127;8127;0;8871;414;6061;6061;0;6983;920;731;731;0;1168;158
nov/78;87622;87622;0;90729;4035;74605;74605;0;75893;1370;6263;6263;0;7139;1359;5853;5853;0;6470;1016;901;901;0;1227;290
dez/78;84239;84239;0;85952;5747;68254;68254;0;68869;2800;7877;7877;0;8395;1921;7176;7176;0;7475;878;932;932;0;1213;148
jan/79;86374;86374;0;92807;2427;72195;72195;0;74581;1432;7505;7505;0;9753;284;5794;5794;0;7347;545;880;880;0;1126;166
fev/79;74507;74507;0;78361;2392;61604;61604;0;63680;1405;6623;6623;0;7576;233;5547;5547;0;6121;588;733;733;0;984;166
mar/79;63835;63835;0;64221;3811;50903;50903;0;52922;1567;5874;5874;0;5402;1495;6017;6017;0;5109;447;1041;1041;0;788;302
abr/79;84263;84263;0;87805;3763;69426;69426;0;70845;1276;7657;7657;0;8589;1390;6194;6194;0;7140;853;986;986;0;1231;244
mai/79;89071;89071;0;99594;6832;73691;73691;0;81562;4275;8045;8045;0;9180;1546;6437;6437;0;7654;760;898;898;0;1198;251
jun/79;90288;90288;0;94767;3731;75024;75024;0;77657;2480;7643;7643;0;8353;238;6691;6691;0;7664;886;930;930;0;1093;127
jul/79;72680;72680;0;77009;5602;58966;58966;0;61078;2803;6175;6175;0;6367;1535;6557;6557;0;8348;1132;982;982;0;1216;132
ago/79;94122;94122;0;100813;4360;75440;75440;0;80022;2572;9548;9548;0;10311;455;8131;8131;0;9158;1253;1003;1003;0;1322;80
set/79;68965;68965;0;73504;3429;54152;54152;0;56617;1920;7706;7706;0;8325;312;6275;6275;0;7601;1062;832;832;0;961;135
out/79;101699;101699;0;103497;4006;83882;83882;0;84089;1991;8940;8940;0;9875;463;7646;7646;0;8519;1411;1231;1231;0;1014;141
nov/79;97162;97162;0;105508;2917;81198;81198;0;86779;1312;8557;8557;0;9841;504;6537;6537;0;7845;977;870;870;0;1043;124
dez/79;91959;91959;0;93214;4137;76188;76188;0;76567;2349;7748;7748;0;8361;329;6880;6880;0;7453;1341;1143;1143;0;833;118
jan/80;89855;89855;0;95891;3694;74157;74157;0;77669;2198;8388;8388;0;9271;714;6696;6696;0;7999;628;614;614;0;952;154
fev/80;91139;91139;0;85853;3178;73485;73485;0;68776;1413;10022;10022;0;8636;449;6840;6840;0;7420;1088;792;792;0;1021;228
mar/80;89742;89742;0;92818;2469;73415;73415;0;74421;850;8170;8170;0;8695;375;7130;7130;0;8515;1026;1027;1027;0;1187;218
abr/80;32631;32631;0;34745;3461;25957;25957;0;28917;2261;3490;3490;0;3576;575;2799;2799;0;2069;503;385;385;0;183;122
mai/80;77270;77270;0;86809;6731;65332;65332;0;71100;4721;7102;7102;0;7756;493;4389;4389;0;6982;1454;447;447;0;971;63
jun/80;80164;80164;0;94046;3798;64524;64524;0;74365;1723;7400;7400;0;9937;223;6981;6981;0;8309;1621;1259;1259;0;1435;231
jul/80;88363;88363;0;90173;5674;72485;72485;0;72189;3472;7013;7013;0;6945;569;7631;7631;0;9552;1433;1234;1234;0;1487;200
ago/80;95933;95933;0;94354;5972;77111;77111;0;74542;4115;9410;9410;0;8882;346;8102;8102;0;9429;1366;1310;1310;0;1501;145
set/80;99038;99038;0;109122;6511;81110;81110;0;87306;4275;8959;8959;0;10901;423;7661;7661;0;9454;1525;1308;1308;0;1461;288
out/80;85943;85943;0;113524;9616;68503;68503;0;90018;6836;7320;7320;0;11696;1270;8871;8871;0;10201;1212;1249;1249;0;1609;298
nov/80;75610;75610;0;103721;12134;60454;60454;0;82837;7447;5970;5970;0;9875;3111;8099;8099;0;9636;1402;1087;1087;0;1373;174
dez/80;74573;74573;0;90149;17486;60862;60862;0;71581;10048;6157;6157;0;9402;5964;6734;6734;0;7897;1204;820;820;0;1269;270
jan/81;72690;72690;0;73912;10025;57949;57949;0;53967;6353;6325;6325;0;9966;2403;7448;7448;0;8720;1110;968;968;0;1259;159
fev/81;48909;48909;0;74442;10122;35988;35988;0;55028;6116;4555;4555;0;9019;2288;7395;7395;0;9042;1419;971;971;0;1353;299
mar/81;40543;40543;0;60891;15437;28765;28765;0;41556;7858;4042;4042;0;9126;6104;6762;6762;0;8737;1111;974;974;0;1472;364
abr/81;48518;48518;0;48078;13314;37086;37086;0;33267;8039;4017;4017;0;6463;3745;6451;6451;0;6939;1186;964;964;0;1409;344
mai/81;41524;41524;0;62001;12575;30813;30813;0;41719;6291;4907;4907;0;10962;5084;5097;5097;0;7924;951;707;707;0;1396;249
jun/81;46328;46328;0;58377;14419;34882;34882;0;40549;9642;5592;5592;0;8655;2975;4733;4733;0;7879;1336;1121;1121;0;1294;466
jul/81;42030;42030;0;48433;11152;31871;31871;0;31726;7352;6502;6502;0;7552;2063;3258;3258;0;7590;1290;399;399;0;1565;447
ago/81;44379;44379;0;49965;11521;33804;33804;0;39448;9354;5299;5299;0;6716;1155;4195;4195;0;3201;865;1081;1081;0;600;147
set/81;47029;47029;0;51835;5079;37663;37663;0;43727;8168;5955;5955;0;6299;-4296;2994;2994;0;1539;667;417;417;0;270;540
out/81;48623;48623;0;59955;9182;39614;39614;0;48286;7492;5976;5976;0;7569;692;2481;2481;0;2990;732;552;552;0;1110;266
nov/81;47136;47136;0;56165;6942;37848;37848;0;46010;5167;5817;5817;0;6277;727;2777;2777;0;2832;561;694;694;0;1046;487
dez/81;53016;53016;0;49362;9044;43589;43589;0;41046;6496;6749;6749;0;5866;1752;2347;2347;0;1919;517;331;331;0;531;279
jan/82;48535;48535;0;54233;9858;39936;39936;0;45793;7138;4724;4724;0;5767;2395;3116;3116;0;2331;274;759;759;0;342;51
fev/82;48070;48070;0;53462;11273;38831;38831;0;43509;7589;5217;5217;0;5901;3428;3419;3419;0;3386;192;603;603;0;666;64
mar/82;57712;57712;0;68313;11066;45100;45100;0;53460;7287;7750;7750;0;9402;3284;4112;4112;0;4438;430;750;750;0;1013;65
abr/82;52331;52331;0;64208;10681;39731;39731;0;49005;7116;7343;7343;0;9906;3304;4422;4422;0;4292;202;835;835;0;1005;59
mai/82;50823;50823;0;60320;9704;39128;39128;0;45106;5878;6902;6902;0;10299;3425;4157;4157;0;4058;225;636;636;0;857;176
jun/82;56314;56314;0;66774;9332;43520;43520;0;50160;5904;7527;7527;0;11291;3053;4425;4425;0;4394;158;842;842;0;929;217
jul/82;56458;56458;0;64169;10537;45418;45418;0;48932;6066;6267;6267;0;9816;4284;4027;4027;0;4486;150;746;746;0;935;37
ago/82;59967;59967;0;70048;9402;47483;47483;0;52440;5544;8149;8149;0;12453;3431;3590;3590;0;4227;373;745;745;0;928;54
set/82;56794;56794;0;66974;7568;45753;45753;0;50909;3997;6919;6919;0;11460;3305;3389;3389;0;3729;257;733;733;0;876;9
out/82;67106;67106;0;78031;4492;57319;57319;0;61712;1425;6704;6704;0;12005;2882;2700;2700;0;3473;130;383;383;0;841;55
nov/82;63023;63023;0;78247;5365;54226;54226;0;61621;1384;6360;6360;0;12889;3849;2039;2039;0;2904;99;398;398;0;833;33
dez/82;74161;74161;0;71680;9801;62746;62746;0;57337;4445;8939;8939;0;11523;5061;1861;1861;0;2282;90;615;615;0;538;205
jan/83;60793;60793;0;68584;6900;52835;52835;0;56892;4253;4875;4875;0;10630;2585;2456;2456;0;1018;23;627;627;0;44;39
fev/83;58350;58350;0;61757;3359;48559;48559;0;51087;1827;5927;5927;0;7513;1376;2905;2905;0;2599;108;959;959;0;558;48
mar/83;67573;67573;0;79950;10734;57139;57139;0;68544;8192;6825;6825;0;7317;2375;2986;2986;0;3408;149;623;623;0;681;18
abr/83;66978;66978;0;69893;5863;57960;57960;0;59991;4694;6092;6092;0;6650;1141;2670;2670;0;2786;5;256;256;0;466;23
mai/83;68743;68743;0;84430;8991;58486;58486;0;70405;5976;6427;6427;0;9785;2850;2944;2944;0;3695;165;886;886;0;545;0
jun/83;53244;53244;0;72492;8620;43614;43614;0;60350;6388;6105;6105;0;8090;2197;2961;2961;0;3405;32;564;564;0;647;3
jul/83;49924;49924;0;53832;10433;41083;41083;0;42395;7946;5803;5803;0;8168;2435;2595;2595;0;2616;48;443;443;0;653;4
ago/83;65680;65680;0;72434;14332;54604;54604;0;58975;9975;7552;7552;0;9515;4244;3121;3121;0;2984;80;403;403;0;960;33
set/83;63067;63067;0;69215;4742;53957;53957;0;58629;2781;5659;5659;0;7636;1897;3023;3023;0;2341;53;428;428;0;609;11
out/83;59662;59662;0;63619;9522;48959;48959;0;52201;7077;6964;6964;0;8042;2307;3296;3296;0;2958;137;443;443;0;418;1
nov/83;53136;53136;0;66435;8068;42975;42975;0;55314;5981;6968;6968;0;8283;1994;2707;2707;0;2529;88;486;486;0;309;5
dez/83;60582;60582;0;67428;10727;49955;49955;0;55114;7548;7261;7261;0;9271;2648;2909;2909;0;2896;531;457;457;0;147;0
jan/84;45838;45838;0;58333;9544;35304;35304;0;45590;6798;6930;6930;0;9155;2712;2944;2944;0;3126;32;660;660;0;462;2
fev/84;57538;57538;0;67809;5602;46221;46221;0;56635;4681;7496;7496;0;7714;788;3338;3338;0;3025;122;483;483;0;435;11
mar/84;53217;53217;0;64201;10654;42712;42712;0;51588;8995;6683;6683;0;8749;1578;3499;3499;0;3495;38;323;323;0;369;43
abr/84;55295;55295;0;50995;9817;43558;43558;0;38806;7934;7363;7363;0;8567;1818;3735;3735;0;3186;37;639;639;0;436;28
mai/84;59219;59219;0;72732;8405;45824;45824;0;56373;6569;8818;8818;0;11644;1692;4156;4156;0;4252;60;421;421;0;463;84
jun/84;58868;58868;0;63657;12431;45748;45748;0;48613;9393;8751;8751;0;10679;2866;3821;3821;0;3885;91;548;548;0;480;81
jul/84;49945;49945;0;63500;7511;39229;39229;0;48705;5158;7193;7193;0;10969;2126;3131;3131;0;3313;198;392;392;0;513;29
ago/84;59948;59948;0;75684;12271;47713;47713;0;58462;7965;8212;8212;0;12492;3989;3508;3508;0;4167;272;515;515;0;563;45
set/84;57421;57421;0;57266;5508;44804;44804;0;42300;3402;8696;8696;0;10907;1838;3511;3511;0;3576;137;410;410;0;483;131
out/84;61488;61488;0;69102;9162;47471;47471;0;51772;6049;9460;9460;0;12689;2964;4076;4076;0;3971;131;481;481;0;670;18
nov/84;65305;65305;0;77021;9207;53119;53119;0;60986;5382;7884;7884;0;11580;3666;3619;3619;0;3803;127;683;683;0;652;32
dez/84;53000;53000;0;54408;9474;41721;41721;0;42099;4629;7291;7291;0;8538;4378;3546;3546;0;3318;351;442;442;0;453;116
jan/85;61448;61448;0;72183;7559;49961;49961;0;57860;5676;6885;6885;0;9127;1712;4045;4045;0;4664;143;557;557;0;532;28
fev/85;58942;58942;0;65399;6461;48347;48347;0;52865;4908;6645;6645;0;8626;1505;3456;3456;0;3375;29;494;494;0;533;19
mar/85;68245;68245;0;77484;11333;55238;55238;0;61000;8491;8528;8528;0;11403;2672;4125;4125;0;4489;133;354;354;0;592;37
abr/85;24675;24675;0;32832;5976;18389;18389;0;24490;3382;3649;3649;0;5140;2195;2283;2283;0;2849;264;354;354;0;353;135
mai/85;37224;37224;0;42645;9759;30012;30012;0;32712;5947;3863;3863;0;6300;3158;2838;2838;0;3207;585;511;511;0;426;69
jun/85;51227;51227;0;62979;7590;41049;41049;0;48336;5146;5977;5977;0;9609;2159;3773;3773;0;4490;222;428;428;0;544;63
jul/85;74367;74367;0;90383;15342;56686;56686;0;70439;12027;10549;10549;0;12448;3014;6459;6459;0;6670;212;673;673;0;826;89
ago/85;76429;76429;0;85270;9417;59477;59477;0;66643;7395;10490;10490;0;11799;1111;5736;5736;0;6097;868;726;726;0;731;43
set/85;76906;76906;0;88741;14064;60270;60270;0;67947;11012;10346;10346;0;13860;2511;5572;5572;0;6145;516;718;718;0;789;25
out/85;91866;91866;0;103283;10867;71939;71939;0;80993;7221;12343;12343;0;14506;3070;6629;6629;0;6902;534;955;955;0;882;42
nov/85;81817;81817;0;91201;9707;65812;65812;0;71982;6464;9532;9532;0;12273;2640;5756;5756;0;6177;591;717;717;0;769;12
dez/85;60034;60034;0;67036;13891;46443;46443;0;52093;10581;7945;7945;0;9160;2599;4992;4992;0;5201;641;654;654;0;582;70
jan/86;58421;58421;0;75182;3818;45304;45304;0;57127;2857;7354;7354;0;10639;506;5170;5170;0;6614;407;593;593;0;802;48
fev/86;75255;75255;0;79998;6299;59166;59166;0;62375;3543;10036;10036;0;10717;2511;5443;5443;0;6241;229;610;610;0;665;16
mar/86;80580;80580;0;89432;11287;62241;62241;0;69654;9236;11014;11014;0;12507;1653;6705;6705;0;6606;382;620;620;0;665;16
abr/86;81704;81704;0;93327;8810;63198;63198;0;71060;5859;10735;10735;0;14349;2467;7010;7010;0;7084;425;761;761;0;834;59
mai/86;86222;86222;0;94469;10307;69160;69160;0;74307;6165;9843;9843;0;12573;3692;6373;6373;0;6820;433;846;846;0;769;17
jun/86;76837;76837;0;85135;8829;61211;61211;0;64864;4835;9421;9421;0;12556;3447;5706;5706;0;6920;533;499;499;0;795;14
jul/86;73890;73890;0;80175;8894;57666;57666;0;60728;5452;8337;8337;0;11553;2809;6841;6841;0;7006;543;1046;1046;0;888;90
ago/86;63379;63379;0;75517;7895;49681;49681;0;57517;4376;6792;6792;0;10673;3018;6113;6113;0;6436;474;793;793;0;891;27
set/86;87269;87269;0;90599;5092;68063;68063;0;69199;3273;11744;11744;0;12933;1496;6666;6666;0;7388;217;796;796;0;1079;106
out/86;78881;78881;0;84806;7744;60256;60256;0;64214;3633;10671;10671;0;12864;3350;6764;6764;0;6646;712;1190;1190;0;1082;49
nov/86;40476;40476;0;60076;2080;30986;30986;0;43588;566;6056;6056;0;9793;850;3129;3129;0;5838;535;305;305;0;857;129
dez/86;63814;63814;0;56567;11635;48421;48421;0;41984;7721;9031;9031;0;8741;2979;5933;5933;0;5035;784;429;429;0;807;151
jan/87;43591;43591;0;66387;5925;32890;32890;0;51053;4070;5821;5821;0;9330;1388;3777;3777;0;5223;359;1103;1103;0;781;108
fev/87;49547;49547;0;59853;14112;36106;36106;0;43904;12129;8169;8169;0;10282;1514;4609;4609;0;4797;391;663;663;0;870;78
mar/87;38055;38055;0;59867;16629;26960;26960;0;42944;12339;6601;6601;0;10477;3587;3915;3915;0;5543;554;579;579;0;903;149
abr/87;57351;57351;0;74637;23418;40555;40555;0;56652;20584;10176;10176;0;11409;1894;5700;5700;0;5725;884;920;920;0;851;56
mai/87;52016;52016;0;75475;23340;36069;36069;0;55128;18576;10154;10154;0;13350;3571;4965;4965;0;6027;950;828;828;0;970;243
jun/87;39299;39299;0;76050;27543;26922;26922;0;54890;22398;8380;8380;0;14220;4032;3499;3499;0;5938;988;498;498;0;1002;125
jul/87;48920;48920;0;70739;29477;32740;32740;0;50309;23648;9738;9738;0;13180;4254;5563;5563;0;6152;1395;879;879;0;1098;180
ago/87;45053;45053;0;67544;28131;30755;30755;0;50162;22127;8632;8632;0;11446;4942;4791;4791;0;4857;882;875;875;0;1079;180
set/87;40952;40952;0;64709;19006;27982;27982;0;45276;15210;7258;7258;0;12052;2756;4584;4584;0;6097;749;1128;1128;0;1284;291
out/87;56944;56944;0;66510;19018;41396;41396;0;46894;13268;8978;8978;0;12194;4199;5607;5607;0;6234;1411;963;963;0;1188;140
nov/87;52150;52150;0;72339;16586;38500;38500;0;52292;10640;8186;8186;0;13052;4256;4662;4662;0;5971;1299;802;802;0;1024;391
dez/87;56207;56207;0;69424;20690;42563;42563;0;50869;13312;8101;8101;0;12420;5794;4713;4713;0;5371;1382;830;830;0;764;202
jan/88;49023;49023;0;66311;14204;37363;37363;0;49582;9916;7488;7488;0;10509;3273;3661;3661;0;5499;862;511;511;0;721;153
fev/88;52522;52522;0;75854;18335;39140;39140;0;54903;11697;7911;7911;0;13892;5172;4639;4639;0;6130;1284;832;832;0;929;182
mar/88;62541;62541;0;86147;22831;46963;46963;0;62204;15604;9248;9248;0;15408;5682;5376;5376;0;7196;1291;954;954;0;1339;254
abr/88;51845;51845;0;74140;22526;38308;38308;0;52473;15511;7688;7688;0;14390;5648;4671;4671;0;6004;1160;1178;1178;0;1273;207
mai/88;58656;58656;0;77983;21046;43476;43476;0;54557;11668;9339;9339;0;16418;7577;4738;4738;0;5737;1531;1103;1103;0;1271;270
jun/88;64136;64136;0;87125;20927;47671;47671;0;60853;11217;10235;10235;0;17880;8271;5033;5033;0;6795;1113;1197;1197;0;1597;326
jul/88;69551;69551;0;78934;11641;52795;52795;0;56308;5964;10492;10492;0;14598;4873;4896;4896;0;6415;660;1368;1368;0;1613;144
ago/88;71479;71479;0;95798;25024;52851;52851;0;67719;15737;11705;11705;0;20095;7479;5445;5445;0;6108;1432;1478;1478;0;1876;376
set/88;61319;61319;0;79488;13678;45014;45014;0;55695;6684;10950;10950;0;17561;6078;4010;4010;0;4441;671;1345;1345;0;1791;245
out/88;69032;69032;0;82797;14035;51611;51611;0;59896;7844;11646;11646;0;16258;4861;4423;4423;0;5145;971;1352;1352;0;1498;359
nov/88;66098;66098;0;83582;17052;49529;49529;0;59157;10231;11367;11367;0;17705;5605;4179;4179;0;5298;865;1023;1023;0;1422;351
dez/88;71514;71514;0;78723;17849;54821;54821;0;57508;10425;12225;12225;0;16401;6018;3841;3841;0;4112;1084;627;627;0;702;322
jan/89;63604;63604;0;82931;7375;49279;49279;0;60293;3478;11032;11032;0;16618;3024;2693;2693;0;4832;709;600;600;0;1188;164
fev/89;58488;58488;0;73601;17772;43579;43579;0;52661;12416;11234;11234;0;15443;4608;3207;3207;0;4448;521;468;468;0;1049;227
mar/89;58990;58990;0;71318;18973;43422;43422;0;53097;11484;10316;10316;0;14585;6372;4359;4359;0;2916;931;893;893;0;720;186
abr/89;46256;46256;0;64308;7129;35848;35848;0;48846;3397;6955;6955;0;11832;2967;2777;2777;0;2900;560;676;676;0;730;205
mai/89;51434;51434;0;65690;20756;39498;39498;0;47791;13760;8016;8016;0;12842;6148;3038;3038;0;4044;685;882;882;0;1013;163
jun/89;74531;74531;0;95326;16967;57252;57252;0;69881;9479;12211;12211;0;18830;5961;4128;4128;0;5261;1207;940;940;0;1354;320
jul/89;68208;68208;0;87532;25632;51279;51279;0;63860;17474;11246;11246;0;16948;6745;4689;4689;0;5251;1155;994;994;0;1473;258
ago/89;81925;81925;0;99846;17699;61019;61019;0;71729;9591;14655;14655;0;20765;6903;5222;5222;0;5995;933;1029;1029;0;1357;272
set/89;70314;70314;0;83589;15242;50459;50459;0;56390;8287;14130;14130;0;20376;5778;4984;4984;0;5625;794;741;741;0;1198;383
out/89;63354;63354;0;77925;16810;45749;45749;0;54160;10030;12267;12267;0;17309;5783;4514;4514;0;5290;723;824;824;0;1166;274
nov/89;50237;50237;0;67035;10365;36319;36319;0;45365;5504;9010;9010;0;15470;3739;4086;4086;0;4987;791;822;822;0;1213;331
dez/89;74284;74284;0;86432;20023;55528;55528;0;61189;10501;13659;13659;0;18832;8055;4481;4481;0;5464;979;616;616;0;947;488
jan/90;69788;69788;0;81479;6160;52348;52348;0;58891;2749;13076;13076;0;17124;2880;3554;3554;0;4515;403;810;810;0;949;128
fev/90;57254;57254;0;68409;11843;41400;41400;0;48417;7532;10539;10539;0;13951;3934;4567;4567;0;4981;281;748;748;0;1060;96
mar/90;32737;32737;0;61505;13702;24554;24554;0;44796;9480;5618;5618;0;11430;3610;2157;2157;0;4267;343;408;408;0;1012;269
abr/90;32811;32811;0;29035;13746;23813;23813;0;21160;9409;5422;5422;0;6875;3849;2808;2808;0;928;297;768;768;0;72;191
mai/90;58464;58464;0;78868;19015;44200;44200;0;59752;13229;9596;9596;0;14192;4920;3689;3689;0;3783;618;979;979;0;1141;248
jun/90;37632;37632;0;44278;12817;27303;27303;0;31197;9126;7396;7396;0;9597;2899;2349;2349;0;2741;573;584;584;0;743;219
jul/90;43697;43697;0;51830;3240;32621;32621;0;37902;1617;8212;8212;0;10328;1090;2292;2292;0;2838;202;572;572;0;762;331
ago/90;84694;84694;0;97450;7274;65045;65045;0;69985;1718;15114;15114;0;21442;5011;3795;3795;0;4634;261;740;740;0;1389;284
